MatchDate,Season,Team,Opponent,Venue,Shots,GoalsFor,GoalsAgainst,Result,RedCard
05/10/2019,1920,Levante,Leganes,Away,2,2,1,A,0
05/11/11,1112,Levante,Valencia,Home,3,0,2,A,0
05/11/17,1718,Levante,Girona,Home,4,1,2,A,0
05/12/2020,2021,Levante,Getafe,Home,8,3,0,H,0
05/12/2021,2122,Levante,Osasuna,Home,3,0,0,D,0
06/01/08,708,Levante,Valencia,Away,2,0,0,D,0
06/02/2021,2021,Levante,Granada,Home,7,2,2,D,0
06/03/11,1011,Levante,Espanol,Home,5,1,0,H,0
06/03/15,1415,Levante,Eibar,Home,4,2,1,H,0
06/03/16,1516,Levante,Sociedad,Away,3,1,1,D,0
06/04/08,708,Levante,Valladolid,Home,3,0,3,A,0
06/04/13,1213,Levante,Real Madrid,Away,3,1,5,H,0
06/05/07,607,Levante,Gimnastic,Home,4,2,0,H,0
06/05/2022,2122,Levante,Sociedad,Home,7,2,1,H,0
06/07/2020,1920,Levante,Sociedad,Home,4,1,1,D,0
06/10/2018,1819,Levante,Getafe,Away,3,1,0,A,0
06/11/2021,2122,Levante,Alaves,Away,7,1,2,H,0
07/01/07,607,Levante,Santander,Home,6,2,0,H,0
07/01/12,1112,Levante,Mallorca,Home,2,0,0,D,0
07/01/18,1718,Levante,Barcelona,Away,2,0,3,H,0
07/02/15,1415,Levante,Malaga,Home,6,4,1,H,0
07/02/16,1516,Levante,Barcelona,Home,3,0,2,A,0
07/03/2021,2021,Levante,Sociedad,Away,1,0,1,H,0
07/03/2022,2122,Levante,Ath Bilbao,Away,2,1,3,H,0
07/03/2026,2526,Levante,Girona,Home,4,1,1,D,1
07/04/14,1314,Levante,Ath Bilbao,Home,2,1,2,A,1
07/04/15,1415,Levante,Sevilla,Home,6,1,2,A,0
07/04/2019,1819,Levante,Huesca,Home,8,2,2,D,0
07/05/08,708,Levante,La Coruna,Away,0,0,1,H,0
07/05/11,1011,Levante,Ath Bilbao,Away,4,2,3,H,0
07/05/18,1718,Levante,Leganes,Away,3,3,0,A,0
07/10/07,708,Levante,Zaragoza,Away,3,0,3,H,0
07/10/12,1213,Levante,Valencia,Home,4,1,0,H,0
07/11/10,1011,Levante,La Coruna,Home,2,1,2,A,0
07/11/15,1516,Levante,La Coruna,Home,5,1,1,D,0
07/12/15,1516,Levante,Espanol,Away,5,1,1,D,0
07/12/2019,1920,Levante,Valencia,Home,6,2,4,A,1
08/01/2022,2122,Levante,Mallorca,Home,8,2,0,H,1
08/02/2020,1920,Levante,Leganes,Home,5,2,0,H,0
08/02/2026,2526,Levante,Ath Bilbao,Away,3,2,4,H,1
08/03/2020,1920,Levante,Granada,Home,3,1,1,D,0
08/04/07,607,Levante,Betis,Home,4,1,1,D,0
08/04/12,1112,Levante,Ath Madrid,Home,4,2,0,H,0
08/04/18,1718,Levante,Las Palmas,Home,4,2,1,H,2
08/05/16,1516,Levante,Ath Madrid,Home,5,2,1,H,0
08/05/2021,2021,Levante,Alaves,Away,3,2,2,D,0
08/05/2026,2526,Levante,Osasuna,Home,12,3,2,H,0
08/11/2020,2021,Levante,Alaves,Home,5,1,1,D,0
08/11/2025,2526,Levante,Ath Madrid,Away,3,1,3,H,0
08/12/14,1415,Levante,Getafe,Home,3,1,1,D,0
08/12/2025,2526,Levante,Osasuna,Away,5,0,2,H,0
09/01/11,1011,Levante,Valencia,Home,2,0,1,A,0
09/01/15,1415,Levante,La Coruna,Home,0,0,0,D,0
09/01/16,1516,Levante,Vallecano,Home,4,2,1,H,0
09/02/13,1213,Levante,Malaga,Home,4,1,2,A,0
09/02/14,1314,Levante,Sociedad,Away,0,0,0,D,0
09/03/08,708,Levante,Sevilla,Away,4,1,2,H,0
09/03/14,1314,Levante,Real Madrid,Away,1,0,3,H,1
09/04/16,1516,Levante,Betis,Away,3,0,1,H,0
09/06/07,607,Levante,Valencia,Home,9,4,2,H,1
09/07/2020,1920,Levante,Mallorca,Away,2,0,2,H,0
09/09/17,1718,Levante,Real Madrid,Away,2,1,1,D,0
09/11/13,1314,Levante,Ath Bilbao,Away,3,1,2,H,0
09/11/14,1415,Levante,Sevilla,Away,5,1,1,D,0
09/11/2018,1819,Levante,Sociedad,Home,2,1,3,A,0
09/12/07,708,Levante,Recreativo,Home,4,0,2,A,0
09/12/12,1213,Levante,Mallorca,Home,9,4,0,H,0
09/12/2018,1819,Levante,Eibar,Away,5,4,4,D,0
10/01/2021,2021,Levante,Eibar,Home,2,2,1,H,0
10/02/08,708,Levante,Ath Bilbao,Away,4,0,1,H,0
10/03/07,607,Levante,Villarreal,Home,6,0,2,A,0
10/03/12,1112,Levante,Malaga,Away,3,0,1,H,0
10/03/13,1213,Levante,Getafe,Home,5,0,0,D,0
10/03/18,1718,Levante,Getafe,Away,4,1,0,A,1
10/03/2019,1819,Levante,Villarreal,Home,3,0,2,A,0
10/04/11,1011,Levante,Santander,Away,2,1,1,D,0
10/04/2021,2021,Levante,Eibar,Away,1,1,0,A,0
10/04/2022,2122,Levante,Barcelona,Home,6,2,3,A,0
10/05/13,1213,Levante,Zaragoza,Home,3,0,0,D,2
10/05/14,1314,Levante,Valencia,Home,3,2,0,H,1
10/05/15,1415,Levante,Ath Madrid,Home,5,2,2,D,0
10/09/06,607,Levante,Real Madrid,Home,2,1,4,A,2
10/11/2019,1920,Levante,Ath Bilbao,Away,2,1,2,H,0
10/12/06,607,Levante,Gimnastic,Away,3,1,2,H,0
10/12/11,1112,Levante,Sevilla,Home,3,1,0,H,0
10/12/17,1718,Levante,Ath Bilbao,Home,3,1,2,A,0
11/01/2026,2526,Levante,Espanol,Home,2,1,1,D,0
11/02/07,607,Levante,Recreativo,Home,3,2,1,H,1
11/02/18,1718,Levante,Valencia,Away,1,1,3,H,0
11/02/2019,1819,Levante,Alaves,Away,0,0,2,H,0
11/04/12,1112,Levante,Sp Gijon,Away,7,2,3,H,0
11/05/08,708,Levante,Valencia,Home,7,1,5,A,0
11/05/11,1011,Levante,Barcelona,Home,2,1,1,D,0
11/05/2021,2021,Levante,Barcelona,Home,6,3,3,D,0
11/09/11,1112,Levante,Santander,Away,2,0,0,D,0
11/09/15,1516,Levante,Sevilla,Home,4,1,1,D,0
11/09/2021,2122,Levante,Vallecano,Home,2,1,1,D,0
11/11/07,708,Levante,Valladolid,Away,1,0,1,H,0
11/11/12,1213,Levante,Real Madrid,Home,4,1,2,A,0
11/12/2021,2122,Levante,Espanol,Away,5,3,4,H,1
12/01/14,1314,Levante,Malaga,Home,5,1,0,H,0
12/02/12,1112,Levante,Real Madrid,Away,3,2,4,H,1
12/03/2021,2021,Levante,Valencia,Home,3,1,0,H,0
12/03/2022,2122,Levante,Espanol,Home,3,1,1,D,0
12/04/14,1314,Levante,Villarreal,Away,2,0,1,H,0
12/05/2019,1819,Levante,Girona,Away,2,2,1,A,0
12/05/2022,2122,Levante,Real Madrid,Away,1,0,6,H,0
12/05/2026,2526,Levante,Celta,Away,6,3,2,A,0
12/06/2020,1920,Levante,Valencia,Away,4,1,1,D,1
12/07/2020,1920,Levante,Ath Bilbao,Home,1,1,2,A,0
12/09/10,1011,Levante,Getafe,Away,2,1,4,H,0
12/11/06,607,Levante,Betis,Away,6,1,2,H,1
12/12/10,1011,Levante,Sp Gijon,Away,1,1,1,D,0
12/12/15,1516,Levante,Granada,Home,5,1,2,A,0
13/01/07,607,Levante,Valencia,Away,3,0,3,H,0
13/01/08,708,Levante,Real Madrid,Home,1,0,2,A,0
13/01/13,1213,Levante,Betis,Away,3,0,2,H,0
13/01/2019,1819,Levante,Ath Madrid,Away,2,0,1,H,0
13/02/11,1011,Levante,Almeria,Home,4,1,0,H,0
13/02/2022,2122,Levante,Betis,Home,4,2,4,A,1
13/03/11,1011,Levante,Mallorca,Home,2,1,1,D,0
13/03/16,1516,Levante,Valencia,Home,6,1,0,H,0
13/04/08,708,Levante,Betis,Away,5,1,0,A,0
13/04/13,1213,Levante,La Coruna,Home,5,0,4,A,0
13/04/15,1415,Levante,Valencia,Away,1,0,3,H,0
13/04/2026,2526,Levante,Getafe,Home,4,1,0,H,0
13/05/07,607,Levante,Celta,Away,3,2,1,A,0
13/05/12,1112,Levante,Ath Bilbao,Home,4,3,0,H,0
13/05/18,1718,Levante,Barcelona,Home,7,5,4,H,0
13/09/14,1415,Levante,Malaga,Away,0,0,0,D,0
13/09/2020,2021,Levante,Valencia,Away,8,2,4,H,0
13/10/17,1718,Levante,Espanol,Away,3,0,0,D,0
13/12/13,1314,Levante,Elche,Home,3,2,1,H,0
13/12/14,1415,Levante,Cordoba,Away,3,0,0,D,0
13/12/2020,2021,Levante,Barcelona,Away,3,0,1,H,0
14/01/18,1718,Levante,Celta,Home,5,0,1,A,0
14/02/16,1516,Levante,Eibar,Away,3,0,2,H,0
14/02/2021,2021,Levante,Osasuna,Home,4,0,1,A,0
14/04/12,1112,Levante,Barcelona,Home,2,1,2,A,0
14/04/2019,1819,Levante,Valencia,Away,3,1,3,H,0
14/08/2021,2122,Levante,Cadiz,Away,3,1,1,D,0
14/09/13,1314,Levante,Sociedad,Home,5,0,0,D,0
14/09/2019,1920,Levante,Real Madrid,Away,3,2,3,H,0
14/09/2025,2526,Levante,Betis,Home,2,2,2,D,0
14/11/10,1011,Levante,Malaga,Away,2,0,1,H,0
14/12/2019,1920,Levante,Granada,Away,6,2,1,A,0
15/01/11,1011,Levante,Zaragoza,Away,3,0,1,H,0
15/01/12,1112,Levante,Ath Bilbao,Away,4,0,3,H,1
15/02/14,1314,Levante,Almeria,Home,3,1,0,H,0
15/02/15,1415,Levante,Barcelona,Away,1,0,5,H,0
15/02/2020,1920,Levante,Villarreal,Away,2,1,2,H,0
15/02/2026,2526,Levante,Valencia,Home,1,0,2,A,1
15/03/14,1314,Levante,Celta,Home,8,0,1,A,0
15/03/15,1415,Levante,Real Madrid,Away,0,0,2,H,0
15/03/2019,1819,Levante,Sociedad,Away,3,1,1,D,0
15/04/07,607,Levante,Ath Madrid,Away,1,0,1,H,0
15/04/16,1516,Levante,Espanol,Home,4,2,1,H,0
15/04/18,1718,Levante,Ath Madrid,Away,3,0,3,H,0
15/05/11,1011,Levante,Valencia,Away,1,0,0,D,1
15/05/16,1516,Levante,Vallecano,Away,2,1,3,H,0
15/05/2022,2122,Levante,Alaves,Home,5,3,1,H,0
15/06/2020,1920,Levante,Sevilla,Home,5,1,1,D,0
15/09/12,1213,Levante,Malaga,Away,1,1,3,H,0
15/10/06,607,Levante,Mallorca,Home,1,0,1,A,1
15/12/07,708,Levante,Espanol,Away,1,0,1,H,0
15/12/17,1718,Levante,Sevilla,Away,2,0,0,D,0
16/01/16,1516,Levante,Celta,Away,7,3,4,H,0
16/02/2019,1819,Levante,Celta,Away,8,4,1,A,0
16/02/2022,2122,Levante,Ath Madrid,Away,5,1,0,A,0
16/03/08,708,Levante,Ath Madrid,Away,9,0,3,H,0
16/03/18,1718,Levante,Eibar,Home,3,2,1,H,0
16/03/2026,2526,Levante,Vallecano,Away,5,1,1,D,0
16/05/14,1314,Levante,Malaga,Away,0,0,1,H,1
16/05/2021,2021,Levante,Getafe,Away,1,1,2,H,0
16/07/2020,1920,Levante,Celta,Away,4,3,2,A,1
16/08/2025,2526,Levante,Alaves,Away,3,1,2,H,0
16/09/07,708,Levante,Santander,Away,5,0,1,H,0
16/09/17,1718,Levante,Valencia,Home,2,1,1,D,0
16/09/2018,1819,Levante,Espanol,Away,4,0,1,H,0
16/10/11,1112,Levante,Malaga,Home,4,3,0,H,0
16/10/2021,2122,Levante,Getafe,Home,2,0,0,D,0
16/12/12,1213,Levante,Zaragoza,Away,3,1,0,A,1
16/12/2018,1819,Levante,Barcelona,Home,6,0,5,A,1
17/01/2026,2526,Levante,Real Madrid,Away,0,0,2,H,0
17/02/08,708,Levante,Osasuna,Home,4,2,1,H,0
17/02/13,1213,Levante,Sociedad,Away,7,1,1,D,1
17/02/2021,2021,Levante,Ath Madrid,Home,4,1,1,D,0
17/03/13,1213,Levante,Granada,Away,1,1,1,D,0
17/04/11,1011,Levante,Hercules,Home,5,2,1,H,0
17/04/15,1415,Levante,Espanol,Home,3,2,2,D,0
17/04/2022,2122,Levante,Granada,Away,8,4,1,A,0
17/05/15,1415,Levante,La Coruna,Away,1,0,2,H,0
17/05/2026,2526,Levante,Mallorca,Home,3,2,0,H,1
17/06/07,607,Levante,Ath Bilbao,Away,2,0,2,H,0
17/08/2018,1819,Levante,Betis,Away,4,3,0,A,0
17/09/06,607,Levante,Recreativo,Away,2,1,0,A,0
17/10/10,1011,Levante,Sociedad,Home,3,2,1,H,0
17/10/15,1516,Levante,Real Madrid,Away,5,0,3,H,0
17/12/06,607,Levante,Celta,Home,2,1,1,D,0
18/01/15,1415,Levante,Elche,Away,2,0,1,H,1
18/01/2020,1920,Levante,Alaves,Home,3,0,1,A,0
18/02/07,607,Levante,La Coruna,Away,4,0,0,D,0
18/02/18,1718,Levante,Sociedad,Away,1,0,3,H,0
18/02/2026,2526,Levante,Villarreal,Home,4,0,1,A,0
18/03/07,607,Levante,Espanol,Away,2,1,1,D,0
18/03/12,1112,Levante,Villarreal,Home,4,1,0,H,0
18/04/2021,2021,Levante,Villarreal,Home,3,1,5,A,0
18/05/08,708,Levante,Real Madrid,Away,7,2,5,H,0
18/05/2019,1819,Levante,Ath Madrid,Home,7,2,2,D,0
18/08/13,1314,Levante,Barcelona,Away,1,0,7,H,0
18/08/2019,1920,Levante,Alaves,Away,4,0,1,H,0
18/09/11,1112,Levante,Real Madrid,Home,4,1,0,H,0
18/09/2021,2122,Levante,Elche,Away,6,1,1,D,0
18/10/14,1415,Levante,Real Madrid,Home,1,0,5,A,0
18/10/2020,2021,Levante,Ath Bilbao,Away,1,0,2,H,0
18/11/12,1213,Levante,La Coruna,Away,3,2,0,A,1
18/12/10,1011,Levante,Ath Bilbao,Home,2,1,2,A,0
18/12/11,1112,Levante,Granada,Away,4,1,2,H,0
19/01/14,1314,Levante,Barcelona,Home,4,1,1,D,0
19/01/2021,2021,Levante,Cadiz,Away,5,2,2,D,0
19/02/11,1011,Levante,Real Madrid,Away,1,0,2,H,0
19/02/12,1112,Levante,Vallecano,Home,8,3,5,A,0
19/02/16,1516,Levante,Getafe,Home,6,3,0,H,0
19/03/16,1516,Levante,La Coruna,Away,1,1,2,H,0
19/03/2021,2021,Levante,Betis,Away,1,0,2,H,0
19/03/2022,2122,Levante,Osasuna,Away,4,1,3,H,0
19/04/14,1314,Levante,Getafe,Home,2,0,0,D,0
19/04/18,1718,Levante,Malaga,Home,2,1,0,H,0
19/05/13,1213,Levante,Vallecano,Home,4,2,3,A,0
19/05/18,1718,Levante,Celta,Away,3,2,4,H,1
19/07/2020,1920,Levante,Getafe,Home,4,1,0,H,0
19/08/12,1213,Levante,Ath Madrid,Home,1,1,1,D,0
19/09/10,1011,Levante,Villarreal,Home,2,1,2,A,0
19/10/2025,2526,Levante,Vallecano,Home,4,0,3,A,0
19/11/06,607,Levante,Ath Madrid,Home,0,0,3,A,1
19/11/17,1718,Levante,Las Palmas,Away,6,2,0,A,0
19/11/2021,2122,Levante,Ath Bilbao,Home,2,0,0,D,0
19/12/17,1718,Levante,Leganes,Home,3,0,0,D,1
19/12/2020,2021,Levante,Sociedad,Home,5,2,1,H,0
20/01/08,708,Levante,Mallorca,Home,6,2,2,D,0
20/01/13,1213,Levante,Ath Madrid,Away,2,0,2,H,0
20/01/18,1718,Levante,Villarreal,Away,4,1,2,H,0
20/01/2019,1819,Levante,Valladolid,Home,4,2,0,H,0
20/02/2021,2021,Levante,Ath Madrid,Away,1,2,0,A,0
20/03/11,1011,Levante,La Coruna,Away,6,1,0,A,0
20/04/08,708,Levante,Getafe,Home,7,3,1,H,0
20/04/13,1213,Levante,Barcelona,Away,0,0,1,H,0
20/05/07,607,Levante,Osasuna,Home,5,1,4,A,1
20/05/2022,2122,Levante,Vallecano,Away,7,4,2,A,0
20/06/2020,1920,Levante,Espanol,Away,8,3,1,A,0
20/09/15,1516,Levante,Barcelona,Away,4,1,4,H,0
20/09/2025,2526,Levante,Girona,Away,7,4,0,A,0
20/10/07,708,Levante,Sevilla,Home,1,0,2,A,0
20/10/2018,1819,Levante,Real Madrid,Away,2,2,1,A,0
20/10/2019,1920,Levante,Sevilla,Away,5,0,1,H,0
20/11/11,1112,Levante,Ath Madrid,Away,5,2,3,H,0
20/12/06,607,Levante,Osasuna,Away,2,1,2,H,1
20/12/12,1213,Levante,Vallecano,Away,3,0,3,H,0
20/12/14,1415,Levante,Sociedad,Home,2,1,1,D,0
20/12/15,1516,Levante,Ath Bilbao,Away,1,0,2,H,0
20/12/2021,2122,Levante,Valencia,Home,9,3,4,A,0
20/12/2025,2526,Levante,Sociedad,Home,3,1,1,D,0
21/01/07,607,Levante,Ath Bilbao,Home,2,0,0,D,0
21/02/14,1314,Levante,Valladolid,Away,1,1,1,D,0
21/02/2022,2122,Levante,Celta,Away,3,1,1,D,0
21/03/12,1112,Levante,Sociedad,Away,6,3,1,A,0
21/03/15,1415,Levante,Celta,Home,3,0,1,A,0
21/03/2026,2526,Levante,Oviedo,Home,8,4,2,H,0
21/04/12,1112,Levante,Sevilla,Away,2,1,1,D,0
21/04/16,1516,Levante,Granada,Away,5,1,5,H,1
21/04/2019,1819,Levante,Espanol,Home,5,2,2,D,1
21/04/2021,2021,Levante,Sevilla,Home,1,0,1,A,0
21/04/2022,2122,Levante,Sevilla,Home,6,2,3,A,0
21/05/11,1011,Levante,Zaragoza,Home,2,1,2,A,0
21/05/2021,2021,Levante,Cadiz,Home,4,2,2,D,0
21/08/17,1718,Levante,Villarreal,Home,3,1,0,H,0
21/09/11,1112,Levante,Vallecano,Away,5,2,1,A,0
21/09/13,1314,Levante,Almeria,Away,7,2,2,D,0
21/09/14,1415,Levante,Barcelona,Home,2,0,5,A,1
21/09/17,1718,Levante,Sociedad,Home,9,3,0,H,0
21/09/2019,1920,Levante,Eibar,Home,4,0,0,D,0
21/09/2021,2122,Levante,Celta,Home,2,0,2,A,0
21/10/06,607,Levante,Villarreal,Away,3,1,1,D,0
21/10/12,1213,Levante,Getafe,Away,4,1,0,A,0
21/10/13,1314,Levante,Celta,Away,3,1,0,A,0
21/10/17,1718,Levante,Getafe,Home,1,1,1,D,0
21/11/10,1011,Levante,Santander,Home,10,3,1,H,0
21/11/2020,2021,Levante,Elche,Home,5,1,1,D,0
21/11/2025,2526,Levante,Valencia,Away,1,0,1,H,0
21/12/13,1314,Levante,Ath Madrid,Away,4,2,3,H,1
22/01/11,1011,Levante,Sevilla,Away,2,1,4,H,0
22/01/12,1112,Levante,Zaragoza,Home,0,0,0,D,0
22/01/2021,2021,Levante,Valladolid,Home,3,2,2,D,0
22/01/2022,2122,Levante,Cadiz,Home,8,0,2,A,0
22/02/2020,1920,Levante,Real Madrid,Home,2,1,0,H,0
22/02/2026,2526,Levante,Barcelona,Away,2,0,3,H,0
22/03/14,1314,Levante,Espanol,Away,3,0,0,D,1
22/04/07,607,Levante,Getafe,Home,5,1,1,D,1
22/08/2021,2122,Levante,Real Madrid,Home,4,3,3,D,1
22/09/10,1011,Levante,Almeria,Away,2,1,0,A,0
22/11/15,1516,Levante,Sp Gijon,Away,6,3,0,A,0
22/11/2019,1920,Levante,Mallorca,Home,6,2,1,H,1
22/12/2019,1920,Levante,Celta,Home,7,3,1,H,0
22/12/2020,2021,Levante,Huesca,Away,1,1,1,D,0
23/01/2026,2526,Levante,Elche,Home,6,3,2,H,0
23/02/15,1415,Levante,Granada,Home,4,2,1,H,1
23/03/08,708,Levante,Villarreal,Home,2,1,2,A,0
23/04/18,1718,Levante,Ath Bilbao,Away,7,3,1,A,0
23/04/2026,2526,Levante,Sevilla,Home,3,2,0,H,0
23/05/15,1415,Levante,Elche,Home,0,0,0,D,0
23/05/2026,2526,Levante,Betis,Away,7,1,2,H,0
23/06/2020,1920,Levante,Ath Madrid,Home,0,0,1,A,0
23/08/15,1516,Levante,Celta,Home,2,1,2,A,1
23/08/2019,1920,Levante,Villarreal,Home,4,2,1,H,0
23/08/2025,2526,Levante,Barcelona,Home,5,2,3,A,0
23/09/07,708,Levante,Ath Bilbao,Home,3,1,2,A,0
23/09/12,1213,Levante,Sociedad,Home,6,2,1,H,0
23/09/15,1516,Levante,Eibar,Home,2,2,2,D,0
23/09/2018,1819,Levante,Sevilla,Home,10,2,6,A,0
23/09/2025,2526,Levante,Real Madrid,Home,2,1,4,A,0
23/10/11,1112,Levante,Villarreal,Away,3,3,0,A,0
23/11/14,1415,Levante,Valencia,Home,5,2,1,H,0
23/12/07,708,Levante,La Coruna,Home,4,0,1,A,0
23/12/2018,1819,Levante,Vallecano,Away,7,1,2,H,0
24/01/15,1415,Levante,Villarreal,Away,1,0,1,H,0
24/01/2020,1920,Levante,Osasuna,Away,2,0,2,H,0
24/02/08,708,Levante,Barcelona,Away,4,1,5,H,0
24/02/2019,1819,Levante,Real Madrid,Home,2,1,2,A,1
24/04/11,1011,Levante,Ath Madrid,Away,3,1,4,H,0
24/04/16,1516,Levante,Ath Bilbao,Home,5,2,2,D,0
24/04/2019,1819,Levante,Betis,Home,4,4,0,H,0
24/04/2021,2021,Levante,Elche,Away,1,0,1,H,0
24/08/14,1415,Levante,Villarreal,Home,2,0,2,A,0
24/09/06,607,Levante,La Coruna,Home,5,2,0,H,1
24/09/13,1314,Levante,Valladolid,Home,4,1,1,D,0
24/09/14,1415,Levante,Granada,Away,4,1,0,A,0
24/09/2019,1920,Levante,Betis,Away,3,1,3,H,0
24/10/10,1011,Levante,Espanol,Away,2,1,2,H,1
24/10/14,1415,Levante,Celta,Away,0,0,3,H,0
24/10/2021,2122,Levante,Sevilla,Away,7,3,5,H,0
24/11/13,1314,Levante,Villarreal,Home,1,0,3,A,1
24/11/2018,1819,Levante,Huesca,Away,3,2,2,D,0
25/01/14,1314,Levante,Sevilla,Away,6,3,2,A,1
25/01/16,1516,Levante,Las Palmas,Home,8,3,2,H,1
25/02/07,607,Levante,Zaragoza,Home,3,0,0,D,1
25/02/12,1112,Levante,Espanol,Away,4,2,1,A,0
25/02/13,1213,Levante,Osasuna,Home,3,0,2,A,0
25/02/2022,2122,Levante,Elche,Home,4,3,0,H,0
25/03/12,1112,Levante,Osasuna,Home,7,0,2,A,0
25/04/14,1314,Levante,Elche,Away,6,1,1,D,0
25/04/15,1415,Levante,Getafe,Away,3,1,0,A,0
25/08/13,1314,Levante,Sevilla,Home,3,0,0,D,0
25/09/10,1011,Levante,Real Madrid,Home,0,0,0,D,0
25/09/11,1112,Levante,Espanol,Home,5,3,1,H,0
25/09/17,1718,Levante,Betis,Away,1,0,4,H,0
25/10/15,1516,Levante,Sociedad,Home,3,0,4,A,1
25/11/07,708,Levante,Betis,Home,8,4,3,H,0
25/11/12,1213,Levante,Barcelona,Home,3,0,4,A,0
25/11/17,1718,Levante,Ath Madrid,Home,2,0,5,A,0
26/01/13,1213,Levante,Valladolid,Home,7,2,1,H,0
26/01/2019,1819,Levante,Sevilla,Away,0,0,5,H,0
26/02/18,1718,Levante,Betis,Home,2,0,2,A,0
26/02/2021,2021,Levante,Ath Bilbao,Home,4,1,1,D,0
26/05/13,1213,Levante,Ath Bilbao,Away,4,1,0,A,0
26/08/07,708,Levante,Mallorca,Away,1,0,3,H,0
26/08/17,1718,Levante,La Coruna,Home,5,2,2,D,1
26/09/07,708,Levante,Osasuna,Away,5,1,4,H,0
26/09/2021,2122,Levante,Barcelona,Away,2,0,3,H,0
26/10/11,1112,Levante,Sociedad,Home,4,3,2,H,1
26/10/13,1314,Levante,Espanol,Home,3,3,0,H,0
26/10/2020,2021,Levante,Celta,Home,3,1,1,D,0
26/10/2025,2526,Levante,Mallorca,Away,5,1,1,D,0
26/11/06,607,Levante,Getafe,Away,7,0,0,D,0
27/01/08,708,Levante,Murcia,Away,7,3,2,A,0
27/01/18,1718,Levante,La Coruna,Away,4,2,2,D,0
27/02/11,1011,Levante,Osasuna,Home,7,2,1,H,0
27/02/2026,2526,Levante,Alaves,Home,5,2,0,H,0
27/03/14,1314,Levante,Betis,Home,4,1,3,A,0
27/04/08,708,Levante,Recreativo,Away,0,0,2,H,0
27/04/13,1213,Levante,Celta,Home,2,0,1,A,0
27/04/18,1718,Levante,Sevilla,Home,5,2,1,H,0
27/04/2019,1819,Levante,Barcelona,Away,2,0,1,H,0
27/04/2026,2526,Levante,Espanol,Away,4,0,0,D,0
27/05/07,607,Levante,Santander,Away,5,3,2,A,0
27/08/12,1213,Levante,Valladolid,Away,1,0,2,H,1
27/08/2018,1819,Levante,Celta,Home,6,1,2,A,0
27/09/14,1415,Levante,Vallecano,Home,0,0,2,A,0
27/09/15,1516,Levante,Getafe,Away,3,0,3,H,0
27/09/2018,1819,Levante,Valladolid,Away,4,1,2,H,1
27/09/2020,2021,Levante,Osasuna,Away,5,3,1,A,0
27/09/2025,2526,Levante,Getafe,Away,3,1,1,D,0
27/10/2018,1819,Levante,Leganes,Home,4,2,0,H,0
27/10/2019,1920,Levante,Espanol,Home,3,0,1,A,0
27/11/11,1112,Levante,Sp Gijon,Home,6,4,0,H,0
27/11/15,1516,Levante,Betis,Home,1,0,1,A,1
27/11/2020,2021,Levante,Valladolid,Away,3,1,1,D,0
28/01/07,607,Levante,Sevilla,Home,4,2,4,A,0
28/02/15,1415,Levante,Vallecano,Away,3,2,4,H,0
28/02/16,1516,Levante,Villarreal,Away,1,0,3,H,1
28/04/12,1112,Levante,Granada,Home,5,3,1,H,0
28/04/15,1415,Levante,Cordoba,Home,3,1,0,H,0
28/06/2020,1920,Levante,Betis,Home,4,4,2,H,0
28/08/10,1011,Levante,Sevilla,Home,4,1,4,A,0
28/08/11,1112,Levante,Getafe,Away,1,1,1,D,0
28/08/2021,2122,Levante,Sociedad,Away,0,0,1,H,0
28/10/07,708,Levante,Ath Madrid,Home,2,0,1,A,0
28/10/12,1213,Levante,Granada,Home,6,3,1,H,0
28/10/2021,2122,Levante,Ath Madrid,Home,3,2,2,D,1
28/11/10,1011,Levante,Hercules,Away,5,1,3,H,0
28/11/2021,2122,Levante,Betis,Away,2,1,3,H,0
29/01/11,1011,Levante,Getafe,Home,6,2,0,H,1
29/01/12,1112,Levante,Getafe,Home,5,1,2,A,0
29/02/2020,1920,Levante,Eibar,Away,4,0,3,H,0
29/04/07,607,Levante,Barcelona,Away,2,0,1,H,0
29/08/06,607,Levante,Sevilla,Away,3,0,4,H,0
29/08/2025,2526,Levante,Elche,Away,1,0,2,H,0
29/09/07,708,Levante,Barcelona,Home,3,1,4,A,0
29/09/13,1314,Levante,Osasuna,Away,5,1,0,A,0
29/09/2019,1920,Levante,Osasuna,Home,5,1,1,D,1
29/10/06,607,Levante,Espanol,Home,4,0,0,D,0
29/10/17,1718,Levante,Eibar,Away,2,2,2,D,0
29/11/13,1314,Levante,Getafe,Away,1,0,1,H,0
29/11/14,1415,Levante,Espanol,Away,3,1,2,H,0
29/11/2025,2526,Levante,Ath Bilbao,Home,4,0,2,A,0
29/12/2020,2021,Levante,Betis,Home,5,4,3,H,1
30/01/2021,2021,Levante,Real Madrid,Away,8,2,1,A,0
30/03/08,708,Levante,Almeria,Away,7,1,2,H,0
30/03/13,1213,Levante,Sevilla,Home,4,1,0,H,0
30/04/2021,2021,Levante,Celta,Away,2,0,2,H,0
30/04/2022,2122,Levante,Valencia,Away,6,1,1,D,0
30/08/13,1314,Levante,Vallecano,Away,2,2,1,A,0
30/08/14,1415,Levante,Ath Bilbao,Away,2,0,3,H,0
30/08/15,1516,Levante,Las Palmas,Away,2,0,0,D,0
30/09/12,1213,Levante,Osasuna,Away,1,0,4,H,0
30/09/17,1718,Levante,Alaves,Home,0,0,2,A,0
30/09/2018,1819,Levante,Alaves,Home,4,2,1,H,0
