HomeTeam,AwayTeam,era,HomeGoalsMeanL5Venuedpd,AwayGoalsMeanL5Venuedpd,HomeGoalsConcededL5Venuedpd,AwayGoalsConcededL5Venuedpd,HomeGoalDFMeanL5Venuedpd,AwayGoalDFMeanL5Venuedpd,HomePointsL5Venuedpd,AwayPointsL5Venuedpd,WinStreakL5Home,WinStreakL5Away,HomeOdds,DrawOdds,AwayOdds,HomeProb,DrawProb,AwayProb,MatchBalance,HomeGoalsConcededL5,HomeGoalsMeanL5,HomeShotsOTMeanL10,HomeGoalDFMeanL10,HomeGoalDFMeanL5,HomePointsMeanL5,HomePointsMeanL10,HomeGoalsMeanL10,HomeGoalsConcededL10,Homewin_streak,HomeH2HL5,HomeRedCardL2,AwayGoalsConcededL5,AwayGoalsMeanL5,AwayShotsOTMeanL10,AwayGoalDFMeanL10,AwayGoalDFMeanL5,AwayPointsMeanL5,AwayPointsMeanL10,AwayGoalsMeanL10,AwayGoalsConcededL10,Awaywin_streak,AwayH2HL5,AwayRedCardL2,HomeAttackVsAwayDefense,AwayAttackVsHomeDefense,GoalFormDiffL5,FormDiff
Villarreal,Alaves,0,1.8,0.6,0.6,1.8,1.2,-1.2,2.2,0.8,1,0,1.57,3.6,6.0,0.5890052356020942,0.2568717277486911,0.15412303664921465,0.4348821989528795,1.0,1.2,5.3,0.2,0.2,1.0,1.3,1.0,0.8,0,1.0,0.0,2.0,2.0,3.6,-0.6,0.0,1.6,1.1,1.2,1.8,0,1.0,0.0,-0.8,1.0,0.2,-0.6000000000000001
Real Madrid,Ath Madrid,0,3.0,1.0,1.0,3.0,2.0,1.0,2.4,1.8,4,3,1.75,3.5,4.5,0.5294117647058824,0.2647058823529412,0.20588235294117646,0.3235294117647059,0.6,2.4,5.7,1.2,1.8,2.4,2.0,2.1,0.9,0,3.0,0.0,0.6,3.0,4.6,1.2,2.4,3.0,2.0,2.0,0.8,6,0.0,0.0,1.7999999999999998,2.4,-0.5999999999999999,-0.6000000000000001
Barcelona,La Coruna,0,2.4,1.0,1.0,2.4,1.4,1.0,2.4,2.4,1,2,1.44,4.1,7.0,0.6422880673171605,0.2255841016918808,0.13212783099095873,0.5101602363262018,1.0,2.2,6.4,1.4,1.2,1.8,2.4,2.2,0.8,2,1.0,0.0,1.2,1.2,4.1,0.1,0.0,1.4,1.4,1.4,1.3,1,1.0,0.5,1.0000000000000002,0.19999999999999996,1.2,0.40000000000000013
Cadiz,Espanol,0,0.8,2.2,2.2,0.8,-1.4,-2.2,0.8,1.2,0,0,2.4,3.2,2.87,0.3866621758167733,0.28999663186257996,0.3233411923206466,0.06332098349612669,2.2,0.6,3.0,-1.1,-1.6,0.4,0.8,0.8,1.9,0,3.0,0.5,2.2,1.6,3.8,-0.7,-0.6,1.2,1.3,1.4,2.1,1,0.0,0.0,-1.6,-0.6000000000000001,-1.0,-0.7999999999999999
Celta,Osasuna,0,1.0,1.0,1.0,1.0,0.0,0.0,1.8,1.4,2,2,2.1,3.25,3.4,0.44173495902458526,0.28542874275434743,0.27283629822106736,0.1688986608035179,0.6,1.0,4.2,0.0,0.4,1.8,1.6,0.9,0.9,1,0.0,0.0,1.2,1.2,3.6,-0.2,0.0,1.4,1.2,1.1,1.3,0,3.0,0.0,-0.19999999999999996,0.6,0.4,0.40000000000000013
Getafe,Betis,0,1.8,1.2,1.2,1.8,0.6,-1.0,1.6,0.8,0,0,2.2,3.25,3.2,0.422936152907686,0.28629524196827977,0.29076860512403413,0.13216754778365186,1.6,0.8,4.8,0.0,-0.8,0.6,1.0,1.2,1.2,0,0.0,0.5,2.0,1.6,5.1,-0.2,-0.4,1.2,1.3,1.3,1.5,1,3.0,0.0,-1.2,0.0,-0.4,-0.6
Malaga,Valencia,0,0.4,1.4,1.4,0.4,-1.0,1.0,0.8,2.6,0,3,5.0,3.4,1.72,0.18595777155939963,0.27346731111676414,0.5405749173238361,0.3546171457644365,2.8,1.0,3.1,-1.5,-1.8,0.6,0.5,0.7,2.2,0,0.0,0.5,0.8,1.4,5.1,1.1,0.6,2.2,2.4,1.5,0.4,0,3.0,0.0,0.19999999999999996,-1.4,-2.4,-1.6
Santander,Mallorca,0,0.8,1.2,1.2,0.8,-0.4,-0.8,0.8,0.8,0,1,2.0,3.3,3.6,0.4626168224299065,0.2803738317757009,0.2570093457943925,0.20560747663551399,1.0,1.0,3.8,0.1,0.0,1.0,1.3,1.2,1.1,0,1.0,0.5,1.4,1.2,3.2,-0.6,-0.2,1.4,1.0,1.2,1.8,2,1.0,0.5,-0.3999999999999999,0.19999999999999996,0.2,-0.3999999999999999
Sevilla,Ath Bilbao,0,1.8,0.8,0.8,1.8,1.0,-0.4,2.4,0.8,1,1,1.75,3.5,4.5,0.5294117647058824,0.2647058823529412,0.20588235294117646,0.3235294117647059,1.2,1.4,4.7,0.2,0.2,1.8,1.8,1.8,1.6,0,3.0,0.5,1.0,0.8,3.8,-0.2,-0.2,1.4,1.1,1.3,1.5,0,0.0,0.0,0.3999999999999999,-0.3999999999999999,0.4,0.40000000000000013
Sociedad,Zaragoza,0,1.6,1.4,1.4,1.6,0.2,0.4,1.4,1.4,0,0,2.4,3.2,2.87,0.3866621758167733,0.28999663186257996,0.3233411923206466,0.06332098349612669,1.8,0.8,3.9,-0.6,-1.0,0.6,0.7,1.1,1.7,0,3.0,0.0,1.8,1.6,4.0,0.2,-0.2,1.2,1.6,1.8,1.6,0,0.0,0.5,-1.0,-0.19999999999999996,-0.8,-0.6
Espanol,Celta,21,2.2,1.4,1.4,2.2,0.8,0.0,1.4,1.4,1,0,2.4,3.25,2.8,0.38526672311600335,0.2845046570702794,0.33022861981371715,0.0550381033022862,2.4,1.0,4.0,-0.9,-1.4,0.6,1.2,1.2,2.1,0,0.0,0.0,0.2,1.2,4.6,0.5,1.0,2.4,1.9,1.1,0.6,2,3.0,0.0,0.8,-1.2,-2.4,-1.7999999999999998
La Coruna,Sociedad,21,0.8,1.6,1.6,0.8,-0.8,-1.4,0.4,0.0,0,0,1.57,3.6,6.0,0.5890052356020942,0.2568717277486911,0.15412303664921465,0.4348821989528795,1.2,1.2,3.8,-0.3,0.0,1.4,1.1,1.3,1.6,0,0.0,0.0,1.8,0.8,3.8,-0.7,-1.0,0.6,0.7,1.0,1.7,0,3.0,0.0,-0.6000000000000001,-0.3999999999999999,1.0,0.7999999999999999
Valencia,Real Madrid,21,1.8,0.6,0.6,1.8,1.2,0.8,2.2,2.0,0,0,2.3,3.25,3.0,0.40414507772020725,0.2860103626943005,0.3098445595854922,0.09430051813471507,0.4,1.0,5.3,1.0,0.6,2.2,2.2,1.4,0.4,0,3.0,0.0,0.6,2.4,5.4,1.3,1.8,2.4,2.2,2.2,0.9,1,0.0,0.0,0.4,2.0,-1.2000000000000002,-0.19999999999999973
Zaragoza,Getafe,21,2.0,2.0,2.0,2.0,0.0,-0.6,1.8,0.4,0,0,1.8,3.3,4.5,0.514018691588785,0.2803738317757009,0.20560747663551399,0.308411214953271,1.6,1.8,4.2,0.4,0.2,1.6,1.8,1.9,1.5,1,0.0,0.5,1.4,1.0,4.7,0.2,-0.4,1.2,1.3,1.2,1.0,1,3.0,0.5,0.40000000000000013,-0.6000000000000001,0.6000000000000001,0.40000000000000013
Mallorca,Villarreal,21,1.2,1.6,1.6,1.2,-0.4,-0.8,1.2,0.4,1,0,2.75,3.2,2.5,0.337909186906019,0.29039070749736007,0.3717001055966209,0.03379091869060191,0.8,1.2,2.8,-0.6,0.4,1.6,1.0,1.0,1.6,0,0.0,0.0,1.0,1.8,4.8,0.2,0.8,1.6,1.3,1.1,0.9,1,3.0,0.0,0.19999999999999996,1.0,-0.4,0.0
Betis,Malaga,21,1.2,0.6,0.6,1.2,0.6,-2.0,1.8,0.2,1,0,1.8,3.4,4.33,0.5141081156586115,0.2721748847604414,0.21371699958094703,0.30039111607766444,2.2,1.2,5.0,-0.1,-1.0,0.6,1.3,1.3,1.4,0,0.0,0.0,2.2,0.8,2.8,-1.5,-1.4,0.8,0.5,0.6,2.1,0,3.0,0.5,-1.0000000000000002,-1.4000000000000001,0.3999999999999999,-0.20000000000000007
Osasuna,Barcelona,21,1.0,1.4,1.4,1.0,-0.4,1.4,1.0,2.4,0,1,5.5,3.4,1.66,0.16860847224711717,0.2727489992232778,0.558642528529605,0.3900340562824879,1.2,1.2,3.5,-0.4,0.0,1.4,1.1,1.0,1.4,0,0.0,0.5,1.4,2.2,6.2,1.3,0.8,1.8,2.4,2.2,0.9,3,3.0,0.0,-0.19999999999999996,1.0000000000000002,-0.8,-0.40000000000000013
Ath Bilbao,Cadiz,21,1.0,1.0,1.0,1.0,0.0,-0.8,1.4,0.8,0,0,1.83,3.25,4.5,0.5076802915907315,0.28586305649570426,0.20645665191356416,0.3012236396771673,1.4,0.8,3.9,-0.5,-0.6,0.8,0.8,1.2,1.7,0,0.0,0.0,2.0,0.8,3.2,-0.7,-1.2,0.8,1.1,0.9,1.6,1,3.0,0.0,-1.2,-0.5999999999999999,0.6,0.0
Alaves,Sevilla,21,1.6,1.6,1.6,1.6,0.0,-0.6,1.4,1.2,0,0,2.8,3.25,2.4,0.33022861981371715,0.2845046570702794,0.38526672311600335,0.0550381033022862,2.4,1.8,3.5,-0.6,-0.6,1.0,1.1,1.4,2.0,0,0.0,0.0,1.4,1.4,4.3,0.2,0.0,1.8,1.8,1.7,1.5,1,3.0,1.0,0.40000000000000013,-1.0,-0.6,-0.8
Ath Madrid,Santander,21,2.0,0.6,0.6,2.0,1.4,0.6,2.2,1.8,3,0,1.57,3.6,6.0,0.5890052356020942,0.2568717277486911,0.15412303664921465,0.4348821989528795,0.6,2.6,4.8,1.1,2.0,2.4,1.9,1.9,0.8,0,3.0,0.0,0.8,0.8,3.6,0.1,0.0,1.0,1.3,1.1,1.0,0,0.0,0.0,1.8,0.20000000000000007,2.0,1.4
Getafe,La Coruna,21,1.8,1.2,1.2,1.8,0.6,0.2,1.6,1.8,1,0,2.4,3.2,2.87,0.3866621758167733,0.28999663186257996,0.3233411923206466,0.06332098349612669,1.2,1.0,5.0,0.2,-0.2,1.6,1.3,1.3,1.1,2,0.0,0.0,1.2,1.2,3.6,-0.3,0.0,1.4,1.1,1.2,1.5,0,3.0,0.0,-0.19999999999999996,0.0,-0.2,0.20000000000000018
Sociedad,Barcelona,21,1.4,2.0,2.0,1.4,-0.6,0.8,0.8,1.8,0,0,6.0,3.8,1.53,0.15383394189553895,0.24289569772979833,0.6032703603746626,0.4494364184791237,1.6,0.6,3.3,-0.8,-1.0,0.6,0.7,0.9,1.7,1,0.0,0.0,1.2,2.2,5.9,1.0,1.0,1.8,2.1,2.1,1.1,0,3.0,1.0,-0.6,0.6000000000000001,-2.0,-1.2000000000000002
Villarreal,Ath Madrid,21,2.0,0.8,0.8,2.0,1.2,1.0,2.2,1.8,2,0,2.25,3.1,3.2,0.41170367296119526,0.2988171819879643,0.28947914505084044,0.12222452791035482,1.0,1.8,4.3,0.2,0.8,1.6,1.3,1.2,1.0,0,1.0,0.0,0.6,2.4,5.3,1.3,1.8,2.4,2.2,2.0,0.7,1,1.0,0.5,1.2000000000000002,1.4,-1.0,-0.7999999999999998
Sevilla,Mallorca,21,1.6,0.6,0.6,1.6,1.0,-0.2,2.4,1.0,2,0,1.66,3.4,5.5,0.558642528529605,0.2727489992232778,0.16860847224711717,0.3900340562824879,1.6,1.6,4.2,0.2,0.0,1.8,1.8,1.8,1.6,0,1.0,1.0,0.6,1.2,3.0,-0.3,0.6,1.8,1.1,1.1,1.4,0,1.0,0.0,1.0,-0.40000000000000013,-0.6,0.0
Santander,Valencia,21,0.6,1.0,1.0,0.6,-0.4,0.8,0.8,2.2,0,0,4.33,3.3,1.83,0.21375553502596287,0.2804731717158846,0.5057712932581525,0.2920157582321896,1.0,1.0,3.6,-0.1,0.0,1.0,1.0,1.0,1.1,0,1.0,0.0,0.4,0.8,4.9,0.7,0.4,1.8,2.0,1.1,0.4,0,1.0,0.0,0.6,-0.19999999999999996,-0.4,-0.8
Real Madrid,Betis,21,3.2,0.8,0.8,3.2,2.4,-0.8,3.0,0.8,5,0,1.33,4.5,9.5,0.6965944272445821,0.20588235294117646,0.09752321981424149,0.5990712074303406,0.6,1.6,5.5,1.4,1.0,2.0,2.3,2.1,0.7,0,3.0,0.0,1.6,0.8,4.7,-0.4,-0.8,0.8,1.1,1.1,1.5,0,0.0,0.0,0.0,0.20000000000000007,1.8,1.2
Espanol,Osasuna,21,2.2,1.0,1.0,2.2,1.2,-0.4,1.8,1.2,2,0,2.2,3.2,3.25,0.422936152907686,0.29076860512403413,0.28629524196827977,0.13664091093940622,1.6,1.4,4.1,-0.8,-0.2,1.2,1.2,1.2,2.0,1,0.0,0.5,1.4,1.4,3.0,-0.4,0.0,1.4,1.1,1.0,1.4,1,3.0,0.5,0.0,-0.20000000000000018,-0.2,-0.19999999999999996
Celta,Ath Bilbao,21,1.4,0.4,0.4,1.4,1.0,-0.4,2.4,0.8,3,0,1.8,3.3,4.5,0.514018691588785,0.2803738317757009,0.20560747663551399,0.308411214953271,0.6,1.0,4.8,0.5,0.4,1.8,1.9,1.1,0.6,0,1.0,0.0,1.0,0.8,3.6,-0.3,-0.2,1.4,1.1,1.1,1.4,1,1.0,0.5,0.0,0.20000000000000007,0.6000000000000001,0.40000000000000013
Cadiz,Alaves,21,1.0,1.6,1.6,1.0,-0.6,-0.8,1.4,0.8,1,0,2.0,3.25,4.0,0.4727272727272727,0.2909090909090909,0.23636363636363636,0.23636363636363636,2.0,0.6,2.8,-0.6,-1.4,0.6,1.1,0.9,1.5,0,1.0,0.5,2.2,1.8,3.7,-0.2,-0.4,1.4,1.4,1.6,1.8,1,1.0,1.0,-1.6,-0.19999999999999996,-0.9999999999999999,-0.7999999999999999
Malaga,Zaragoza,21,0.4,1.4,1.4,0.4,-1.0,0.8,0.8,1.8,0,1,2.5,3.2,2.75,0.3717001055966209,0.29039070749736007,0.337909186906019,0.03379091869060191,2.2,0.6,2.6,-1.5,-1.6,0.4,0.5,0.7,2.2,0,1.0,0.0,1.4,1.2,4.3,0.2,-0.2,1.0,1.5,1.7,1.5,0,1.0,0.5,-0.7999999999999999,-1.0000000000000002,-1.4000000000000001,-0.6
Barcelona,Getafe,0,2.6,1.4,1.4,2.6,1.2,-0.2,2.4,1.0,2,1,1.25,5.0,13.0,0.7428571428571429,0.18571428571428572,0.07142857142857144,0.6714285714285715,1.0,2.6,5.8,1.1,1.6,2.4,2.1,2.1,1.0,1,3.0,1.0,1.4,1.0,5.3,0.2,-0.4,1.4,1.3,1.4,1.2,0,0.0,0.5,1.2000000000000002,0.0,2.0,1.0
Osasuna,Sociedad,0,1.0,1.4,1.4,1.0,-0.4,-1.0,1.0,0.6,1,1,1.66,3.4,5.5,0.558642528529605,0.2727489992232778,0.16860847224711717,0.3900340562824879,1.6,2.0,3.5,-0.2,0.4,1.8,1.3,1.3,1.5,2,3.0,0.0,1.8,0.6,3.7,-0.9,-1.2,0.6,0.7,0.9,1.8,0,0.0,0.0,0.19999999999999996,-1.0,1.6,1.2000000000000002
Zaragoza,Real Madrid,0,1.6,2.0,2.0,1.6,-0.4,0.4,1.2,1.6,0,0,3.4,3.25,2.1,0.2728362982210673,0.2854287427543474,0.44173495902458515,0.16889866080351784,1.2,1.2,4.2,0.1,0.0,1.4,1.5,1.6,1.5,1,0.0,0.5,0.6,1.2,5.6,1.4,0.6,1.6,2.3,2.1,0.7,0,3.0,0.0,0.6,0.0,-0.6,-0.20000000000000018
Valencia,Villarreal,0,1.2,0.6,0.6,1.2,0.6,-0.8,1.8,0.4,0,0,1.72,3.3,5.0,0.5361320509487912,0.2794385235248245,0.1844294255263842,0.35170262542240704,0.8,0.8,4.9,0.6,0.0,1.2,1.9,1.2,0.6,0,0.0,0.0,1.0,2.0,4.1,0.2,1.0,1.8,1.3,1.3,1.1,0,3.0,0.0,-0.19999999999999996,1.2,-1.0,-0.6000000000000001
Mallorca,Cadiz,0,1.0,1.4,1.4,1.0,-0.4,-0.6,1.2,0.8,0,0,1.83,3.3,4.33,0.5057712932581525,0.2804731717158846,0.21375553502596287,0.2920157582321896,0.6,1.2,2.7,-0.3,0.6,1.8,1.1,1.1,1.4,0,3.0,0.0,1.2,0.6,2.7,-0.7,-0.6,0.8,0.9,0.8,1.5,0,0.0,0.5,0.0,0.0,1.2,1.0
Ath Bilbao,Espanol,0,0.8,1.0,1.0,0.8,-0.2,-2.8,1.4,0.6,1,0,2.0,3.2,3.75,0.46332046332046334,0.2895752895752896,0.2471042471042471,0.21621621621621623,0.6,1.0,3.5,-0.1,0.4,2.0,1.4,1.1,1.2,2,1.0,1.0,2.0,1.8,4.1,-0.9,-0.2,1.2,1.2,1.3,2.2,0,1.0,0.5,-1.0,1.2000000000000002,0.6000000000000001,0.8
Betis,Santander,0,0.8,0.8,0.8,0.8,0.0,0.2,1.4,1.2,0,0,2.0,3.2,3.75,0.46332046332046334,0.2895752895752896,0.2471042471042471,0.21621621621621623,1.4,0.8,4.4,-0.4,-0.6,1.0,1.1,1.0,1.4,0,1.0,0.0,1.2,1.0,3.7,0.0,-0.2,1.0,1.2,1.1,1.1,1,1.0,0.0,-0.3999999999999999,-0.3999999999999999,-0.39999999999999997,0.0
Alaves,Celta,0,2.0,1.6,1.6,2.0,0.4,0.0,2.0,1.4,1,0,2.37,3.2,2.9,0.39095083624720894,0.28954796309558917,0.3195012006572019,0.07144963559000705,1.8,1.2,3.7,0.0,-0.6,1.0,1.5,1.6,1.6,0,0.0,1.0,0.8,0.8,5.1,0.3,0.0,1.2,1.6,1.0,0.7,0,3.0,0.0,0.3999999999999999,-1.0,-0.6,-0.19999999999999996
La Coruna,Malaga,0,0.6,1.4,1.4,0.6,-0.8,-2.0,0.4,0.2,0,0,1.57,3.75,5.5,0.5868127178319936,0.24567892453232804,0.1675083576356782,0.41930436019631545,1.4,1.4,3.8,-0.3,0.0,1.4,1.1,1.2,1.5,1,1.0,0.0,1.8,0.2,2.5,-1.4,-1.6,0.4,0.5,0.6,2.0,0,1.0,0.0,-0.40000000000000013,-1.2,1.6,0.9999999999999999
Ath Madrid,Sevilla,0,2.2,0.6,0.6,2.2,1.6,-0.6,2.6,1.2,4,0,2.0,3.2,3.75,0.46332046332046334,0.2895752895752896,0.2471042471042471,0.21621621621621623,0.8,2.4,5.4,1.3,1.6,2.0,2.2,2.1,0.8,0,1.0,1.0,1.8,1.0,4.2,0.0,-0.8,1.4,1.6,1.6,1.6,0,1.0,0.5,0.5999999999999999,0.19999999999999996,2.4000000000000004,0.6000000000000001
Ath Bilbao,Osasuna,0,0.8,0.8,0.8,0.8,0.0,0.4,1.6,1.8,0,1,2.4,3.2,2.87,0.3866621758167733,0.28999663186257996,0.3233411923206466,0.06332098349612669,0.8,1.0,3.8,0.0,0.2,1.6,1.5,1.1,1.1,0,0.0,0.5,1.4,1.8,3.4,0.2,0.4,1.8,1.6,1.5,1.3,3,3.0,0.0,-0.3999999999999999,1.0,-0.2,-0.19999999999999996
Malaga,Barcelona,0,0.4,1.2,1.2,0.4,-0.8,1.0,0.8,1.8,0,1,7.5,4.33,1.4,0.12362093929073965,0.21412402879458367,0.6622550319146767,0.538634092623937,1.8,0.4,2.7,-1.3,-1.4,0.4,0.5,0.7,2.0,0,0.0,0.5,1.0,2.2,5.3,1.2,1.2,2.4,2.1,2.2,1.0,2,3.0,0.0,-0.6,0.40000000000000013,-2.5999999999999996,-2.0
Villarreal,Betis,0,2.2,1.0,1.0,2.2,1.2,-0.8,2.2,0.8,0,0,1.8,3.3,4.5,0.514018691588785,0.2803738317757009,0.20560747663551399,0.308411214953271,1.2,1.4,4.2,0.3,0.2,1.4,1.4,1.4,1.1,0,3.0,0.0,0.4,0.8,4.3,-0.4,0.4,1.6,1.1,1.0,1.4,1,0.0,0.0,0.9999999999999999,-0.3999999999999999,-0.2,-0.20000000000000018
Sevilla,Valencia,0,1.2,0.6,0.6,1.2,0.6,0.6,2.0,2.0,0,0,2.4,3.0,3.0,0.38461538461538464,0.3076923076923077,0.3076923076923077,0.07692307692307693,1.8,1.0,4.3,0.3,-0.8,1.4,1.9,1.5,1.2,1,3.0,0.0,0.8,0.6,4.8,0.4,-0.2,0.8,1.7,1.1,0.7,0,0.0,0.5,0.19999999999999996,-1.2000000000000002,-0.6000000000000001,0.5999999999999999
Real Madrid,La Coruna,0,2.4,0.4,0.4,2.4,2.0,0.2,2.6,1.8,0,1,1.61,3.4,6.0,0.5740980469409579,0.27185231046321834,0.1540496425958237,0.4200484043451342,0.8,0.8,5.2,1.2,0.0,1.2,2.1,1.8,0.6,0,0.0,0.0,1.4,1.6,3.8,0.0,0.2,1.8,1.4,1.4,1.4,2,3.0,0.0,-0.5999999999999999,0.8,-0.2,-0.6000000000000001
Getafe,Sociedad,0,1.8,1.4,1.4,1.8,0.4,-1.2,1.4,0.6,0,0,1.9,3.25,4.0,0.4855275443510737,0.2838468720821662,0.23062558356676002,0.2549019607843137,1.4,1.2,5.1,0.0,-0.2,1.4,1.2,1.4,1.4,0,0.0,0.5,1.8,0.4,3.7,-1.0,-1.4,0.6,0.7,0.9,1.9,0,3.0,0.0,-0.6000000000000001,-0.9999999999999999,1.2,0.7999999999999999
Santander,Zaragoza,0,0.8,1.2,1.2,0.8,-0.4,0.6,0.8,1.8,1,2,2.4,3.2,2.87,0.3866621758167733,0.28999663186257996,0.3233411923206466,0.06332098349612669,1.2,1.0,3.4,-0.2,-0.2,1.0,0.9,1.0,1.2,0,1.0,0.5,1.2,1.2,4.1,-0.1,0.0,1.4,1.3,1.4,1.5,0,1.0,0.0,-0.19999999999999996,0.0,-0.2,-0.3999999999999999
Celta,Mallorca,0,1.2,0.6,0.6,1.2,0.6,0.2,1.8,1.2,0,0,1.72,3.3,5.0,0.5361320509487912,0.2794385235248245,0.1844294255263842,0.35170262542240704,0.8,0.8,5.0,0.2,0.0,1.2,1.5,0.9,0.7,0,0.0,0.0,0.6,1.0,3.1,0.0,0.4,1.8,1.4,1.1,1.1,1,3.0,0.0,0.20000000000000007,0.19999999999999996,-0.4,-0.6000000000000001
Cadiz,Ath Madrid,0,0.8,1.6,1.6,0.8,-0.8,1.2,1.0,2.0,0,0,2.87,3.25,2.37,0.3232012554601186,0.28541157020632013,0.3913871743335613,0.06818591887344272,0.8,0.4,2.6,-1.0,-0.4,0.8,0.6,0.6,1.6,0,0.0,0.0,1.0,1.8,5.7,1.3,0.8,1.4,2.2,2.1,0.8,0,3.0,2.0,-0.6,1.0,-1.2000000000000002,-0.5999999999999999
Espanol,Alaves,0,2.4,1.4,1.4,2.4,1.0,-1.2,1.8,0.4,0,0,1.83,3.3,4.33,0.5057712932581525,0.2804731717158846,0.21375553502596287,0.2920157582321896,1.4,2.0,3.8,-1.0,0.6,1.4,1.0,1.3,2.3,0,1.0,0.0,1.2,1.4,3.8,-0.1,0.2,1.6,1.5,1.5,1.6,1,1.0,0.0,0.8,0.0,0.39999999999999997,-0.20000000000000018
Barcelona,Real Madrid,21,2.8,1.4,1.4,2.8,1.4,0.4,2.4,1.6,3,0,1.83,3.3,4.33,0.5057712932581525,0.2804731717158846,0.21375553502596287,0.2920157582321896,1.0,1.8,5.6,1.0,0.8,2.0,1.9,2.0,1.0,0,3.0,0.0,0.4,1.4,5.5,1.4,1.0,1.8,2.1,1.9,0.5,1,0.0,0.0,1.4,0.3999999999999999,-0.19999999999999996,0.19999999999999996
Sociedad,Malaga,21,1.4,2.2,2.2,1.4,-0.8,-1.8,0.8,0.2,0,0,1.8,3.3,4.5,0.514018691588785,0.2803738317757009,0.20560747663551399,0.308411214953271,1.8,0.6,3.4,-1.1,-1.2,0.6,0.6,0.7,1.8,0,0.0,0.5,0.8,0.4,2.9,-1.1,-0.4,0.6,0.6,0.7,1.8,0,3.0,0.5,-0.20000000000000007,-1.4,-0.7999999999999999,0.0
Zaragoza,Villarreal,21,1.2,2.0,2.0,1.2,-0.8,-0.6,0.8,0.6,0,0,2.0,3.2,3.75,0.46332046332046334,0.2895752895752896,0.2471042471042471,0.21621621621621623,0.8,1.2,4.5,0.1,0.4,1.6,1.4,1.4,1.3,0,1.0,0.0,1.4,1.4,4.2,0.1,0.0,1.2,1.1,1.3,1.2,0,1.0,0.0,-0.19999999999999996,0.5999999999999999,0.4,0.40000000000000013
Alaves,Ath Bilbao,21,2.2,1.2,1.2,2.2,1.0,0.0,2.6,1.4,2,1,2.37,3.25,2.87,0.3913871743335613,0.28541157020632013,0.3232012554601186,0.06818591887344272,0.8,1.0,3.9,0.1,0.2,1.6,1.6,1.5,1.4,0,3.0,0.0,0.6,1.0,3.2,0.1,0.4,2.0,1.7,0.9,0.8,1,0.0,0.5,0.4,0.19999999999999996,-0.2,-0.3999999999999999
Ath Madrid,Celta,21,2.2,0.8,0.8,2.2,1.4,-0.2,2.4,1.2,0,0,1.9,3.25,4.0,0.4855275443510737,0.2838468720821662,0.23062558356676002,0.2549019607843137,1.2,1.0,5.9,1.1,-0.2,1.0,2.0,2.0,0.9,0,0.0,1.5,0.8,0.8,5.1,0.2,0.0,1.2,1.5,0.9,0.7,1,3.0,0.0,0.19999999999999996,-0.3999999999999999,-0.2,-0.19999999999999996
Betis,Sevilla,21,0.8,0.8,0.8,0.8,0.0,0.0,1.4,1.8,1,1,2.5,3.0,2.87,0.3697659437406055,0.30813828645050456,0.32209576980888976,0.04767017393171574,0.6,0.8,4.3,-0.1,0.2,1.6,1.4,1.2,1.3,2,0.0,0.0,0.8,1.2,4.4,0.3,0.4,2.0,1.9,1.3,1.0,2,3.0,0.0,0.0,0.6,-0.2,-0.3999999999999999
La Coruna,Santander,21,1.0,1.2,1.2,1.0,-0.2,0.0,1.0,1.0,1,0,1.72,3.4,5.0,0.5405749173238362,0.2734673111167642,0.18595777155939966,0.3546171457644366,2.0,1.2,3.6,-0.4,-0.8,1.2,1.3,1.2,1.6,0,3.0,0.0,0.8,0.6,3.0,-0.1,-0.2,1.0,1.0,0.8,0.9,0,0.0,0.5,0.3999999999999999,-1.4,-0.6000000000000001,0.19999999999999996
Mallorca,Espanol,21,1.0,1.2,1.2,1.0,-0.2,-3.0,1.6,0.2,1,0,2.1,3.25,3.4,0.44173495902458526,0.28542874275434743,0.27283629822106736,0.1688986608035179,0.8,0.6,3.2,-0.2,-0.2,1.2,1.3,0.9,1.1,0,0.0,0.0,1.4,1.0,3.7,-0.5,-0.4,1.0,1.1,1.3,1.8,0,3.0,0.0,-0.7999999999999999,0.19999999999999996,0.2,0.19999999999999996
Osasuna,Getafe,21,1.2,1.2,1.2,1.2,0.0,-0.4,1.4,1.0,2,0,1.66,3.4,5.5,0.558642528529605,0.2727489992232778,0.16860847224711717,0.3900340562824879,1.2,1.6,3.5,0.2,0.4,1.8,1.6,1.4,1.2,0,1.0,0.5,1.4,1.4,4.8,-0.4,0.0,1.8,1.2,1.1,1.5,1,1.0,0.0,0.20000000000000018,0.19999999999999996,0.4,0.0
Valencia,Cadiz,21,1.0,0.8,0.8,1.0,0.2,-1.2,1.4,0.2,0,0,1.4,4.0,9.0,0.6642066420664207,0.23247232472324725,0.1033210332103321,0.5608856088560885,0.8,0.4,4.2,0.1,-0.4,0.6,1.4,0.9,0.8,0,3.0,1.0,0.6,0.6,2.6,-0.8,0.0,1.0,0.7,0.6,1.4,0,0.0,0.0,-0.19999999999999996,-0.20000000000000007,-0.4,-0.4
